# Nodes
x,y,is_start,is_end
49,11,True,False
49,15,False,False
49,16,False,False
49,23,False,False
41,23,False,False
24,23,False,False
24,47,False,False
39,47,False,False
39,35,False,False
39,30,False,False
39,11,False,False
39,1,False,False
25,1,False,False
18,1,False,False
18,7,False,False
27,7,False,False
43,7,False,False
44,7,False,False
44,3,False,False
22,3,False,False
5,3,False,False
0,3,False,False
0,6,False,False
0,13,False,False
21,13,False,False
21,4,False,False
38,4,False,False
38,15,False,False
38,22,False,False
32,22,False,False
32,13,False,False
34,13,False,False
43,13,False,False
44,13,False,False
48,13,False,False
48,16,False,False
48,25,False,False
48,26,False,False
41,26,False,False
38,26,False,False
32,26,False,False
14,26,False,False
14,15,False,False
14,5,False,False
14,4,False,False
14,3,False,False
14,1,False,False
12,1,False,False
10,1,False,False
9,1,False,False
9,13,False,False
9,38,False,False
18,38,False,False
21,38,False,False
37,38,False,False
37,24,False,False
19,24,False,False
19,33,False,False
5,33,False,False
2,33,False,False
2,23,False,False
2,12,False,False
21,12,False,False
26,12,False,False
40,12,False,False
40,22,False,False
40,35,False,False
40,38,False,False
40,41,False,False
30,41,False,False
20,41,False,False
20,27,False,False
20,21,False,False
38,21,False,False
49,21,False,False
6,21,False,False
6,28,False,False
6,29,False,False
6,35,False,False
20,35,False,False
23,35,False,False
23,6,False,False
23,4,False,False
23,3,False,False
23,1,False,False
23,0,False,False
2,0,False,False
2,1,False,False
5,1,False,False
5,0,False,False
5,2,False,False
23,2,False,False
44,2,False,False
49,2,False,False
49,7,False,False
46,7,False,False
46,35,False,False
46,49,False,False
40,49,False,False
39,49,False,False
33,49,False,False
33,39,False,False
33,25,False,False
33,16,False,False
33,0,False,False
34,0,False,False
44,0,False,False
46,0,False,False
46,4,False,False
46,5,False,False
33,5,False,False
32,5,False,False
32,7,False,False
32,9,False,False
4,9,False,False
1,9,False,False
1,22,False,False
9,22,False,False
10,22,False,False
10,24,False,False
10,49,False,False
5,49,False,False
3,49,False,False
3,30,False,False
19,30,False,False
24,30,False,False
25,30,False,False
25,41,False,False
25,49,False,False
18,49,False,False
18,44,False,False
45,44,False,False
45,15,False,False
45,10,False,False
43,10,False,False
27,10,False,False
16,10,False,False
16,26,False,False
16,44,False,False
16,49,False,False
17,49,False,False
17,21,False,False
17,7,False,False
17,0,False,False
4,7,False,False
2,7,False,False
0,7,False,False
15,44,False,False
15,27,False,False
15,9,False,False
15,0,False,False
6,27,False,False
4,27,False,False
1,27,False,False
0,27,False,False
15,49,False,False
4,44,False,False
4,35,False,False
3,35,False,False
2,35,False,False
2,47,False,False
5,47,False,False
0,47,False,False
0,44,False,False
0,38,False,False
5,38,False,False
6,38,False,False
8,38,False,False
8,24,False,False
8,3,False,False
8,1,False,False
8,0,False,False
0,24,False,False
8,43,False,False
8,44,False,False
8,45,False,False
34,45,False,False
38,45,False,False
38,49,False,False
40,45,False,False
42,45,False,False
42,38,False,False
42,27,False,False
42,14,False,False
47,14,False,False
49,14,False,False
47,31,False,False
27,31,False,False
27,22,False,False
20,22,False,False
16,22,False,False
27,21,False,False
18,31,False,False
8,31,False,False
3,31,False,False
2,31,False,False
1,31,False,False
0,31,False,False
18,33,False,False
18,36,False,False
29,36,False,False
29,32,False,False
29,24,False,False
29,19,False,False
22,19,False,False
22,23,False,False
22,41,False,False
22,47,False,False
22,49,False,False
21,23,False,False
17,23,False,False
12,19,False,False
12,39,False,False
12,45,False,False
12,46,False,False
1,46,False,False
1,47,False,False
1,49,False,False
2,49,False,False
2,48,False,False
26,48,False,False
26,46,False,False
